"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"dk-referral-message","dk-referral-message","dk-referral-message","","","",0,*,"","","","null {[]} {[]}
","DK Logical Referral Message","Logisk FHIR-model for dansk henvisningsmeddelelse","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"dk-referral-message","dk-referral-message.referral.reasonForReferral.modifierExtension","dk-referral-message.referral.reasonForReferral.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"dk-referral-message","dk-referral-message.referral.reasonForReferral.reasonCode","dk-referral-message.referral.reasonForReferral.reasonCode","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Årsagskode","Årsagskode","","","","","","","","","",,,,,"",,,,"dk-referral-message.referral.reasonForReferral.reasonCode",0,1,"",""
"dk-referral-message","dk-referral-message.referral.reasonForReferral.reasonText","dk-referral-message.referral.reasonForReferral.reasonText","","","",0,1,"","","","string {[]} {[]}
","Årsagsbeskrivelse","Årsagsbeskrivelse","","","","","","","","","",,,,,"",,,,"dk-referral-message.referral.reasonForReferral.reasonText",0,1,"",""
"dk-referral-message","dk-referral-message.referral.packageCourse","dk-referral-message.referral.packageCourse","","","",0,1,"","","","BackboneElement {[]} {[]}
","Pakkeforløb","Pakkeforløb","","","","","","","","","",,,,,"",,,,"dk-referral-message.referral.packageCourse",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"dk-referral-message","dk-referral-message.referral.packageCourse.id","dk-referral-message.referral.packageCourse.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"dk-referral-message","dk-referral-message.referral.packageCourse.extension","dk-referral-message.referral.packageCourse.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"dk-referral-message","dk-referral-message.referral.packageCourse.modifierExtension","dk-referral-message.referral.packageCourse.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"dk-referral-message","dk-referral-message.referral.packageCourse.packageCode","dk-referral-message.referral.packageCourse.packageCode","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Pakkeforløbskode","Pakkeforløbskode","","","","","","","","","",,,,,"",,,,"dk-referral-message.referral.packageCourse.packageCode",0,1,"",""
"dk-referral-message","dk-referral-message.referral.packageCourse.packageName","dk-referral-message.referral.packageCourse.packageName","","","",0,1,"","","","string {[]} {[]}
","Pakkeforløbsnavn","Pakkeforløbsnavn","","","","","","","","","",,,,,"",,,,"dk-referral-message.referral.packageCourse.packageName",0,1,"",""
"dk-referral-message","dk-referral-message.referral.treatmentPlan","dk-referral-message.referral.treatmentPlan","","","",0,1,"","","","BackboneElement {[]} {[]}
","Behandlingsplan","Behandlingsplan","","","","","","","","","",,,,,"",,,,"dk-referral-message.referral.treatmentPlan",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"dk-referral-message","dk-referral-message.referral.treatmentPlan.id","dk-referral-message.referral.treatmentPlan.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"dk-referral-message","dk-referral-message.referral.treatmentPlan.extension","dk-referral-message.referral.treatmentPlan.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
